,text,summary
165,"Cristiano Ronaldo will be hoping a change of scenery can bring about a change of fortune for the Portugal star as he trained with his international team-mates on Tuesday. The 30-year-old was on the losing side for the third time in four matches on March 15 as his club side Real Madrid lost 2-1 at bitter rivals Barcelona. The El Clasico defeat at the Camp Nou leaves Real four points adrift of the Catalan table toppers with 10 games remaining in La Liga. Cristiano Ronaldo took part in Portugal's training session on Tuesday ahead of their clash against Serbia . Ronaldo (left) will be hoping to guide his nation to their third win out of four Euro 2016 qualifiers on Sunday . But despite this bitter blow, Ronaldo looked in a focused mood as he trained with his national side at their Lisbon base on Tuesday. The forward will be hoping to lead his country to victory when they host Serbia in their Euro 2016 qualifier on Sunday night, as well as adding to his tally of two goals in qualification so far. Former Chelsea duo Tiago and Ricardo Carvalho both took part in Tuesday's session alongside fellow stalwarts Joao Moutinho and Nani. Victory for Portugal on Sunday would stretch their gap over Serbia to eight points after four matches. Portugal players going stretch out during Tuesday's training session at their Lisbon base . Former Chelsea duo Tiago (left) and Ricardo Carvalho (centre) attended the session . Carvalho (left) was joined by Monaco team-mate Joao Moutinho (right) on Tuesday . Fernando Santos' men currently sit second in Group I on six points - just one behind leaders Denmark who have played a game more. Santos will be hoping his side can continue their recent good form which has yielded an 100 per cent record from their last three games including a 1-0 friendly win over Argentina on November 18 at Old Trafford. On Monday it was announced that the 60-year-old coach had won an appeal to cut his ban for misconduct at the World Cup while coaching Greece. However, he will still be barred from contact with his Portugal stars in their next few matches. The Court of Arbitration for Sport said it halved an 'excessive' eight-match ban imposed by FIFA, with two matches of the sanction deferred for a six-month probationary period. Winger Nani (left) was also training with the national squad ahead of games vs Serbia and Cape Verde Islands . CAS added its panel found Santos guilty of 'improper conduct' during Greece's second-round loss to Costa Rica last June in Brazil. Santos was sent from the dugout after extra time, which finished 1-1, as Greece lost the penalty shootout. The court said Santos was 'protesting against the referee and casting doubts on his impartiality.' After Serbia on Sunday, Portugal host the Cape Verde Islands in a friendly on March 31 before travelling to Armenia for their fifth Euro 2016 qualifier. Portugal coach Fernando Santos has won an appeal to cut his ban for misconduct  while in charge of Greece . Santos was sent from the dugout after extra time during Greece's last 16 exit against Costa Rica last June .","Portugal host Serbia in their Group I fixture in Lisbon on Sunday night .
Hosts sit second in Group I on six points - just one behind Denmark .
Victory for Portugal  would stretch their gap over Serbia to eight points ."
166,"The owner of a Florida mansion accused of being home to a 'secret stripper school'  has decided to sell up after being found in violation of county zoning codes. The Egyptian-themed mansion, advertised online as Pharaoh's Palace, promises a 'perfect private location' on seven secluded acres in Tampa. Millionaire Gary Lowndes purchased the property in 2013 for $2 million and had planned to film a reality show about strippers on the property. Scroll down for video . Millionaire owner Gary Lowndes who purchased the property, advertised online as Pharaoh's Palace, in 2013 for $2 million has put it back on the market after being found in violation of country zoning codes over noisey parties . Owner Lownds, right has decided to sell the property he had once envisioned playing host to a reality show for strippers after complaints about noise from neighbors such as Ronald Nagy, left . Websites indicate there was property has also been home to Pharaoh's Daughters, a school for strippers, but Lowndes has repeatedly fallen foul of complaints about noisey private functions held on the grounds. On Friday the county code enforcement board found that Lownds had violated their rules by holding events without the right permit and running a business in a residential neighborhood. His company, Pink Tati LLC, was given seven days to prove the property is in compliance and he was warned he will be fined $1,000 a day if further commercial functions takes place. 'Basically it's the noise that got our attention,' neighbor Ronald Nagy told Bay News. He lives in the nearby Cheval West community. 'I've never been involved in running a stripper school,' said Lowndes, who made millions selling mattresses and hearing aids. 'There's never been any porn parties. There's never been anything illegal other than the noise complaint.' Lowndes said he disagrees with the board's decision, but has decided that it is best if he sells up. He has put the property back on the market for $2.3 million. 'With all this violation stuff, I said, ""fine, that's it, I'm out of here.'"" he said. The Egyptian-themed mansion promises a 'perfect private location' on seven secluded acres on the Gulf Coast on its website advertisement . An August 2014 adult-themed party dubbed 'Midsummer Night Wet Dream' got the mansion, bought by Canadian millionaire Gordon Lownds, its first noise complaint . Pharaoh's Daughters advertises itself as an agency that helps 'promising young strippers and exotic dancers' find work 'in prestigious gentlemen's clubs' An August 2014 adult-themed party dubbed Midsummer Night Wet Dream got the mansion its first noise complaint. Neighbor Nagy had seen ads for the party and filed a complaint with the Hillsborough County Sheriff's Office and Code Enforcement. 'This to me seems like there was an undercurrent of very sexually-related activities,' he told the Tampa Tribune. 'They're gaming the system.' After months of complaints both Lownds and Sean Grey, the mansion's manager, got hit with code violations. On its website, Pharaoh's Palace was advertised as the 'perfect' place for entertaining. Other ads on the internet said it was available for rent to producers for music videos, television and film, as well as event planners and professional photographers. But the mansion also became where Grey and Nicholas Worlds, a former adult-themed business investor, ran a modeling agency dubbed Pharaoh's Daughters. 'Turn your stripper job into a career in exotic dancing and achieve the elite lifestyle you deserve,' the website promises. Pharaoh's Daughters advertises itself as an agency that helps 'promising young strippers and exotic dancers' find work 'in prestigious gentlemen's clubs'. It lists getting to live in the Tampa mansion as one of its perks, boasting a 'safe and secure residence'. Pharaoh's Mansion is 12,000 square-feet and has six bedrooms within the house, as well as two in a guest house. It's website also lists a spa room with a waterfall and massage area. On its website, Pharaoh's Palace was advertised as the 'perfect' place for entertaining . Other ads on the internet said it was available for rent to producers for music videos, television and film, as well as event planners and professional photographers . But the mansion also became where Sean Grey, its manager, and Nicholas Worlds, a former adult-themed business investor, ran a modeling agency dubbed Pharaoh's Daughters . There is also a 'harem room' that includes a fully equipped wet bar and poker table, as well as a dance/fitness studio with two stripper poles and a parking garage that fits up to 40 cars. Lownds said he and some of his partners had planned to film a reality show at the mansion about the day-to-day lives of strippers. But he has since shut down the modeling school and stopped all commercial activity at the mansion, he told the Tampa Tribune. 'We are aware of what we are allowed to do and not to do,' Lownds said. 'We are conforming with all the zoning requirements.' The mansion was hit with five citations from Code Enforcement, including for holding special events in a residential zone and for operating special events without approval. But according to deputy Phil Acaba, who investigated the events, it was the parties that ended up shutting the mansion down. 'If they had flown under the radar, they'd still be in business,' he said. 'The noise was the issue that brought their downfall.' Pharaoh's Daughters advertises itself as an agency that helps 'promising young strippers and exotic dancers' find work 'in prestigious gentlemen's clubs' Lownds said he and some of his partners planned to film a reality show at the mansion about the day-to-day lives of strippers . But he has since shut down the modeling school and stopped all commercial activity at the mansion .","Millionaire Gary Lowndes purchased the Tampa property in 2013 for $2 million and had wanted to film a reality show about strippers at the mansion .
He admitted defeat on Friday after being found guilty of violating zoning codes due to noisey private functions held at the residence including the Midsummer Night Wet Dream event .
Residents of the nearby Cheval West community had repeatedly complained about the noise coming from the seven acre property .
On Friday the county code enforcement board found that Lownds had violated their rules and threatened to fine him .
He has put the property back on the market for $2.3 million ."
167,"Reviews are in for 'The Continental."" Is it worth your time? The critics sound off.","""The Continental"" Reviews Mixed"
168,"Seven clubs are to make offers for Barcelona right back Dani Alves this summer. Manchester United and Liverpool are among the clubs reported to be interested in signing the Brazil international, along with Paris Saint-Germain, Juventus, Borussia Dortmund, Inter Milan and his current employers Barca. Spanish newspaper Sport claim Louis van Gaal will not only offer Alves large wages, the Old Trafford manager is prepared to offer him a bonus for signing as a free agent. Seven clubs are reportedly set to make offers for Barcelona right back Dani Alves this summer . Alves blocks Isco's cross during Barcelona's win over Real Madrid in La Liga on Sunday . Spanish newspaper Sport dedicated their front page to Alves being offered seven deals this summer . The 31-year-old's contract expires at the Nou Camp in June 2015, and it seems Alves has his pick of the Barclays Premier League, Serie A, Ligue 1 or La Liga before he retires. Alves showed he can still perform at the top level against Manchester City in the Champions League and Real Madrid in La Liga - both of which were televised. Alves joined Barca in 2008 from Sevilla for £23million, rising to £30m, and has made 208 appearances in La Liga for the Catalan giants. His initial contract had a buyout clause of £66m.","Barcelona right back Dani Alves' current contract ends in June 2015 .
Spanish newspaper Sport say seven clubs will make offers for him .
Manchester United and Liverpool are among the clubs mentioned ."
169,"More than a month after fans first learned about Zoë Kravitz's engagement to Channing Tatum, her father Lenny Kravitz sent them some love and spoke about hanging out with his daughter's fiancé.",Lenny Kravitz Supports Engagement
170,"Husband-and-wife meth users disarmed a Colorado wildlife officer and a sheriff's deputy then forced them to their knees along a desolate mountain highway before the husband was killed in a struggle, police reports released Thursday show. The man had handcuffed the deputy and held both officers at gunpoint with their own weapons before the wildlife officer overpowered him, took back his gun and shot him to death Monday near the small town of Dinosaur in northwestern Colorado, about 10 miles from the Utah border. Neither officer was injured during the encounter that began after they found the couple's abandoned Ford Explorer on the side of the road. Outlaws: Georgie Hand, 43, faces charges of attempted first degree murder, second degree kidnapping, aggravated robbery among other charges. Her husband, James Damon, 46, was shot and killed by police . Georgie Hand, 43, faces charges including attempted first-degree murder, kidnapping, aggravated robbery and disarming a peace officer. Her husband, James Damon, 46, died at the scene. The police reports provide new details about the harrowing struggle. After finding the SUV, wildlife officer Nathan Martinez followed a set of footsteps to the couple, who were sitting on a hillside. Damon aimed a handgun at Martinez and ordered him to keep his hands up as Hand pulled the officer's weapon from his holster, the reports state. They forced Martinez to sit down and toss his radio onto the ground. Damon asked if he had a wife and kids, finally saying, ''How do we get out of this, how does everybody walk away alive?'' Hand told investigators, according to the reports. Pointing Martinez's own gun at him, the couple then led him down the hill toward Moffat County Deputy Bhrent Shock. Struggle: A Colorado sheriff's deputy and a state wildlife officer were held hostage by a husband and wife before a struggle erupted and the man was fatally shot. The officers have been suspended . Hand told investigators her husband pointed his gun at Shock's face and ordered him to the ground, where Damon stripped him of his gun, radio and stun gun before handcuffing his right hand to his duty belt. Damon then pressed the gun into the back of the deputy's head. Martinez threw the keys to his vehicle toward Damon and told the pair they could take it and go, according to the reports. Hand walked away and Martinez told investigators that Damon ordered the officers to their knees near the Ford. Martinez could see the deputy's handgun in one of Damon's hands and his own weapon in the other. 'At this point, Officer Martinez knew they were going to die, but he wasn't going to die without a fight,' the police report says. He 'made the decision to disarm Damon and get his own handgun back.' Some details of the struggle were hazy. Martinez told investigators he didn't remember at what point the gun fired, but that it malfunctioned before he was finally able to fire a shot into Damon's back. The officers then arrested Hand, who was still holding a handgun. A judge on Wednesday ordered Hand to remain in jail without bond. Court records do not list an attorney who could comment on the allegations against her. Hand told investigators she and Damon had been injecting meth at least once a day throughout the week, according to the reports. The pair were wanted in Wasatch County, Utah, on charges of burglary, theft and forgery, according to court records. They were accused of using a stolen credit card and checks to make thousands of dollars of purchases at a Wal-Mart and elsewhere in December. Authorities in Chaffee County, Colorado, were seeking them on suspicion of stealing credit cards, ski equipment, electronics and other items from cars and pawning them. Chaffee County authorities issued warrants for their arrests in February. Shock and Martinez have been placed on administrative leave, a standard practice after an officer-involved shooting. The district attorney's critical incident response team was investigating.","Georgie Hand, 43, faces charges of kidnapping, disarming a peace officer, felony menacing and aggravated robbery .
The two officers - a sheriff's deputy and a state parks ranger - were 'briefly' taken hostage by the Hand and her husband James Damon, 46 .
Damon was fatally shot and Hand was taken into custody .
Neither officer was injured in the altercation but both have been placed on administrative leave ."
171,"President Joe Biden visited Kyiv on Monday for the first time since Russia launched a full-scale invasion of Ukraine almost a year ago, demonstrating in dramatic personal fashion his commitment to the country and its struggle as the war enters an uncertain new phase.",Biden's Surprise Kyiv Visit
172,"An anonymous reader shares a report: You know that you're supposed to wipe your smartphone or laptop before you resell it or give it to your cousin. After all, there's a lot of valuable personal data on there that should stay in your control. Businesses and other institutions need to take the same a...",Data Wiping Essential Before Resale
173,"A real estate investment trust (REIT) that's considering getting out of the snow business could end up making the largest single ski resort transaction in the sport's history. CNL Lifestyle Properties owns more than a dozen ski resorts from Maine to California that are worth hundreds of millions of dollars. If CNL sells all of its 16 properties to one buyer, industry officials say it would be the biggest real estate transaction in the history of skiing. Scroll down for video . CNL Lifestyle Properties owns more than a dozen ski resorts like Sunday River in Maine (pictured above) The 16 resorts the trust owns stretch from Maine to California and they're worth hundreds of millions of dollars . If CNL sells all 16 properties to one buyer,  it would be the biggest real estate deal in the history of skiing . If the firm's resorts - which include Sunday River and Sugarloaf in Maine, Bretton Woods, Loon Mountain and Mount Sunapee in New Hampshire, Okemo Mountain in Vermont, Crested Butte in Colorado, Brighton in Utah, and Northstar-at-Tahoe and Sierra-at-Tahoe in California - do sell, skiers might not even notice because the resort operators' long-term leases will remain in place even if the properties change hands. REITs bring in revenue through rent paid by ski resort operators like Michigan-based Boyne Resorts, which holds long-term leases for Sunday River, Sugarloaf and Loon Mountain. A Boyne official said skiers needn't worry about the potential sale of their beloved ski mountains. Steve Kircher, president of eastern operations for Boyne, said: 'For the skier, it's a nonevent.' CNL Financial Group managing director Steve Rice said the trust will make decisions 'in the near future' Boyne will remain the lease holder, regardless of ski resort ownership, for several more decades. Bob Rogowsky, who skies 70 to 80 days a year at Sunday Rive and recently bought a retirement home in the area, said most skiers are pleased with the investments that have been made since CNL bought the resort and Boyne began running it in 2007. He said: 'I wouldn't have made that kind of financial commitment and lifetime commitment if I didn't believe there was stability and a good future.' Ski resorts, which are at the mercy of weather and the economy, can be good investments as long the owners have a long investment horizon, said Michael Krongel from Mirus Resort Capital. The trust will evaluate options for its remaining properties  'in the near future', according to CNL Financial Group senior managing director Steve Rice. Besides selling its ski resorts, theme parks and marinas, alternatives include a private buyout or listing on a publicly traded exchange. Ideally, the remaining properties would be sold and CNL enlisted investment bank Jefferies LLC to help evaluate options. Rice said: 'We're taking a studied and careful approach.' If the resorts do sell, skiers might not even notice because the operators' long-term leases will remain in place . REITs are an investment vehicle for a variety of properties including hotels, office buildings and malls, but they are new to the ski industry in the last 15 or so years. There's only one other REIT that's a big player in the ski industry besides CNL. CNL Lifestyle Properties was valued at as much as $3billion in 2012 with ownership of more than 100 water parks, ski resorts, marinas and senior housing developments. The trust's value dropped in the aftermath of a real estate downturn. The REIT is nearing the end of its projected lifespan and anticipates having an 'exit strategy' in place by Dec. 31. In June, CNL agreed to sell 48 golf properties for $320million. Then it announced an agreement to sell its senior housing for $790million in December. Besides selling the resorts, alternatives include a private buyout or listing on a publicly traded exchange .","CNL Lifestyle Properties could sell off all the properties it owns in one deal .
Firm owns resorts such as Sugarloaf in Maine and Brighton in Utah .
Besides selling the resorts off in one deal, other options include a private buyout or a listing on a publicly traded exchange .
The investment trust anticipates having an 'exit strategy' by December 31 .
Whether resorts are sold or not, skiing experience should remain similar ."
174,It’s supposed to propel research into curing and preventing diseases.,Advancing Disease Cure Research
175,"Non-binary former Department of Energy nuclear official Sam Brinton, who was charged in two luggage theft cases last year, was arrested again this week.",Sam Brinton Arrested Again
176,A plane that had landed at the Delhi airport from Ahmedabad and another plane that was to take off to Bagdogra were involved in the incident.,Delhi Airport Runway Incident
177,"The U.S. is facing a shortage of affordable houses relative to only a few years ago, and it's hitting cities like El Paso, Boise and Spokane the hardest.",U.S. Affordable Housing Shortage
178,Neymar was emotional as he was stretchered off with an ankle injury during Paris Saint-Germain’s win over Lille on Sunday.,"Neymar Injured, Stretchered Off Field"
179,"New research funded by farmers aims to breed a wheat variety for people who can't eat the  grain, an endeavor that comes as wider consumer interest in gluten-free foods is booming. The Kansas Wheat Commission is spending $200,000 for the first two years of the project, which is meant to identify everything in wheat's DNA sequences that can trigger a reaction in people suffering from celiac disease. The disease is an autoimmune disorder in which eating even tiny amounts of gluten - made up of numerous, complex proteins that gives dough its elasticity and some flavor to baked goods - can damage the small intestine. Chris Miller, senior director of research for Engrain, a Kansas company that makes products to enhance the nutrition and appearance of products made by the milling and cereal industry, said funding research to breed gluten-free wheat is 'the right thing to do' The only known treatment known is a gluten-free diet, which consists of not eating foods that contain wheat, rye and barley. Though celiac disease is four-to-five times more common now than 50 years ago, only about one per cent of the world's population is believed to suffer from it, and just a fraction have been diagnosed. But the gluten-free food business has skyrocketed in the last five years, driven in part by non-celiac sufferers who are either intolerant to gluten or following a gluten-free fad diet because they believe it may help them lose weight or that it's somehow healthier. Sales of gluten-free snacks, crackers, pasta, bread and other products reached $973million in the United States in 2014, up from $810million the previous year, according to a January report by consumer research firm Packaged Facts. The research analyzed the sales of hundreds of explicitly labeled and marketed gluten-free products and brands at supermarkets, drugstores, and mass merchandisers. Supporters of the Kansas research, though, say this isn't a way to regain market share. Miller shows a flour solution from a specific strain of wheat at a research facility in the Wheat Innovation Center in Manhattan, Kansas. The only known treatment for celiac desiseas is a gluten-free diet, which consists of not eating foods that contain wheat, rye and barley . The research for gluten-free wheat began in July at the Wheat Innovation Center in Manhattan, Kansas. It is still in its early stages and researchers are looking at proteins inside the grain . 'If you know you are producing a crop that is not tolerated well by people, then it's the right thing to do,' according to the project's lead researcher, Chris Miller, senior director of research for Engrain, a Kansas company that makes products to enhance the nutrition and appearance of products made by the milling and cereal industry. Gluten-free foods are a niche product, and in the broader context of the world's wheat markets, it is not a driving factor, according to Dan O'Brien, extension grain market specialist at Kansas State University. 'I anticipate it will develop as a specialty market,' Miller said.The research, which began in July at the Wheat Innovation Center in Manhattan, Kansas, is still in its early stages, with researchers extracting proteins from seeds of various varieties of wheat. Miller has yet to begin work combining the proteins with antibodies produced by the human immune system to test for reactions. He also plans to examine the wild relatives of wheat as well as modern varieties, and will tap into a Kansas wheat variety repository that dates back to the 1900s in hopes of finding a variety - perhaps one that fell out of favor among commercial farmers - that might already be low in reactivity for celiac sufferers. Researchers hope to use that variety to develop a gluten-free wheat using traditional breeding methods. Miller's methodology might be 'too simplistic an approach' that wouldn't identify all the toxic sequences that trigger a celiac reaction, according to Armin Alaedini, assistant professor of medical sciences at Columbia University and a researcher at the New York-based school's Celiac Disease Center. Miller (pictured) plans to look at wild relatives of wheat as well as modern grains. Researchers hope to use these varieties and traditional breeding methods to develop a gluten-free wheat . Alaedini, after looking at Miller's plan online, said the project may end up with a less toxic wheat product that isn't completely safe for all celiac disease patients. 'After all this effort, this product that is coming out... is unlikely to be superior in terms of nutritional value or baking properties and taste to the gluten-free products that are already on the market,' Alaedini said. The medical advisory board for the Celiac Disease Foundation, a nonprofit based in Woodland Hills, California, could not reach a consensus on the viability of Miller's research. But the organization's CEO, Marilyn Geller, is encouraged. Her son had been sick his entire life before being diagnosed with celiac disease at age 15, Geller said, and his father also was later diagnosed. Since the disorder is genetic, her grandchildren will be at risk of getting it. The more the disease is in the public eye, the more physicians are aware of it, she said, and it'll be more likely the federal government would fund research. 'I am certain that there are a large number of people with celiac disease who (like) the idea of being able to eat actual wheat, with the properties of wheat that make the bread nice and fluffy,' she said. 'The idea of having a variety of wheat that they could eat that has those wonderful wheat-like properties would certainly be very interesting for them.' Sales of gluten-free products in the United States increaed last year, reaching $973million in 2014, up from $810million in 2013 .","The research aims to identify things in wheat's DNA sequence that can trigger a reaction from those suffering from celiac disease .
Celiac disease is an autoimmune disorder in which even a small amount of gluten can damage the small intestine .
Sales of gluten-free products in the U.S. reached $973million in 2014, up from $810million the previous year ."
180,"Just when we thought the Darwin awards could take no more nominees, meet the people posing with the largest and most dangerous reptile in the world, all for a selfie. Photos and video have appeared on social media of two young women smiling, posing and snapping photos with large crocodiles at Darwin's Fogg Dam Conservation Reserve. In the video, a woman can be seen to be unfazed by the beast and takes nonchalant snaps mere metres from it's jaws. SCROLL DOWN FOR VIDEO . Flirting with danger, the woman places a vodka bottle in front of the large croc and snaps a photo . A selfie posted on Instagram shows a young women a mere metre from a crocodile at Fogg Dam in Darwin . At one point the woman even places a Crystal Head Vodka bottle just centimetres from the distressed crocodile before he lunges into the air, to which she just laughs. In another case, on Instagram, a woman poses with another large crocodile for a selfie, captioning the image by stating she did not want to get much closer, even though she was just over a metre from its claws. The Northern Territory is littered with signs to warn people of the dangers of crocodiles . The Parks and Wildlife Commission of the Northern Territory have issued a direct warning to those wanting to snap a selfie with a crocodile. They have warned the public to be 'crocwise' and keep a safe distance of at least 15 metres. The Northern Territory is notorious for its freshwater and saltwater crocodile population, with certain areas averaging 15 crocodiles per kilometre. Salt water crocodiles can grow to five metres in length, weigh 450 kilograms and last year killed more people than any other year with the 'freshies' remaining more timid and fearful. However, this does not rule out the possibility of an attack by a freshwater crocodile, especially with passerby's getting too close for comfort. Just last January, a 12-year-old boy was taken by a crocodile while swimming with friends in a river in Kakadu. As more and more people arrive to take photos, the distressed crocodile wanders back down the bank . And in June a 62-year-old man was taken, also in Kakadu, whilst he was fishing in his boat when a five-metre salt water crocodile launched itself into the boat, grabbing him and dragging him under the water while his distressed family watched from the river bank. Even though the state is riddled with recognisable crocodile warning signs, tourists and locals seem to be downplaying the dangers for that next level selfie.","Selfies have appeared online with young girls posing with huge crocodiles .
In a video, woman snaps photos and puts vodka bottle next to croc's head .
Salt water crocodiles can grow to 5 metres in length and weigh 450 kgs .
Last year a 62-year-old man was taken by a croc from his boat in Kakadu ."
181,"Acetaminophen is the main ingredient in the over-the-counter pain reliever Tylenol . Painkillers not only dull physical pain, but they can also dull your emotions. This is according to a new study that claims acetaminophen (paracetamol) - the main ingredient in the over-the-counter pain reliever Tylenol and paracetamol - has the ability to weaken feelings of happiness and sadness. Acetaminophen has been in use for more than 70 years, but this is the first time that this side effect has been discovered. Previous research had shown that acetaminophen works not only on physical pain, but also on psychological pain. This study takes those results one step further by showing that it also reduces how much users actually feel positive emotions, said Geoffrey Durso, lead author at the Ohio State University. 'This means that using Tylenol or similar products might have broader consequences than previously thought,' Durso said. 'Rather than just being a pain reliever, acetaminophen can be seen as an all-purpose emotion reliever.' Baldwin Way, an assistant professor of psychology at Ohio State University said people in the study who took the pain reliever didn't appear to know they were reacting differently. 'Most people probably aren't aware of how their emotions may be impacted when they take acetaminophen,' he said. There were two studies of college students. The first involved 82 participants, half of whom took an acute dose of 1000 milligrams of acetaminophen and half who took an identical-looking placebo. They then waited 60 minutes for the drug to take effect. Participants then viewed 40 photographs selected from a database used by researchers around the world to elicit emotional responses. The photographs ranged from the extremely unpleasant, to the neutral and the very pleasant. After viewing each photo, participants were asked to rate how positive or negative the photo was on a scale of -5 (extremely negative) to +5 (extremely positive). Results showed that participants who took acetaminophen rated all the photographs less extremely than did those who took the placebo. The researchers don't know if other pain relievers such as ibuprofen and aspirin have the same effect, although they plan on finding out in future research . They then viewed the same photos again and were asked to rate how much the photo made them feel an emotional reaction. Researchers are not exactly sure how Ty . The researchers don't know if other pain relievers such as ibuprofen and aspirin have the same effect, although they plan on studying that question. Acetaminophen, unlike many other pain relievers, is not a nonsteroidal anti-inflammatory drug, or NSAID. That means it not thought to control inflammation in the body. Whether that fact has any relevance to possible emotional effects of the drugs is still an open question, the researchers added. In this study, acetaminophen may have tapped into the sensitivity that makes some people react differently to both positive and negative life events. 'There is accumulating evidence that some people are more sensitive to big life events of all kinds, rather than just vulnerable to bad events,' Durso said. Results showed that participants who took acetaminophen rated all the photographs less extremely than did those who took the placebo. 'People who took acetaminophen didn't feel the same highs or lows as did the people who took placebos,' Way said. One possibility is that acetaminophen changes how people judge magnitude. Scientists claim acetaminophen may blunt individuals' broader judgments of everything, not just things having emotional content. The researchers did a second study in which they had 85 people view the same photos and make the same judgments of evaluation and emotional reactions as in the prior study. Participants in this second study also reported how much blue they saw in each photo. Once again, individuals who took acetaminophen had emotional reactions to both negative and positive photographs that were significantly blunted. But judgments of blue colour content were similar regardless of whether the participants took acetaminophen or not. At this point, the researchers don't know if other pain relievers such as ibuprofen and aspirin have the same effect, although they plan on studying that question. Acetaminophen, unlike many other pain relievers, is not a nonsteroidal anti-inflammatory drug, or NSAID. That means it not thought to control inflammation in the body. Whether that fact has any relevance to possible emotional effects of the drugs is still an open question, the researchers added. In this study, acetaminophen may have tapped into the sensitivity that makes some people react differently to both positive and negative life events. 'There is accumulating evidence that some people are more sensitive to big life events of all kinds, rather than just vulnerable to bad events,' Durso said.","It looked at acetaminophen (paracetamol), the main ingredient in Tylenol .
Eighty one people were asked to look at happy, sad and neutral images .
Those who took the drug had less extreme emotions towards the photos .
People who took pain reliever didn't know they were reacting differently ."
182,"The neurons in our bodies are dotted with tiny pores that let essential molecules pass in and out of our cells. Neurons need these channels to send the signals that allow us to move, think, and perceive the world around us. Now, structural biologists at Cold Spring Harbor Laboratory (CSHL) have captured never-before-seen images of one of the largest pores in human neurons. It's called calcium homeostasis modulator protein 1, or CALHM1 for short.","""Imaging Neuronal CALHM1 Pores"""
